cardholder_name,card_number,customer_age,customer_segment,card_type,customer_location,merchant_name,merchant_location,trans_id,trans_approval_code,trans_loc,trans_cat,trans_currency,mcc,trans_amount,trans_date,trans_payment_method,trans_verify_method,trans_status,fake
Charles Gonzalez,970133172608,54,Student,American Express,Kolkata,airtel,"Tokyo, Japan",2I2XLoTqZaSwj9KPS3,XRXEC3,Kolkata,Travel,INR,4001,4.0,2023-08-28 14:49:20,Debit Card,PIN,Transfer,True
Charles Gonzalez,970133172608,54,Student,American Express,Kolkata,chai talks,"London, UK",J5go9B3AiQIV5ZTdxW,PTHVDW,Kolkata,Travel,EUR,4002,8.0,2023-08-28 14:49:49,Credit Card,Biometric,Transfer,True
Charles Gonzalez,970133172608,54,Student,American Express,Kolkata,airtel,Chennai,qt1vsAfOXfipu9rk4U,C9LDCR,Kolkata,Dining,INR,4009,19.0,2023-08-28 14:50:35,Debit Card,PIN,Transfer,True
Charles Gonzalez,970133172608,54,Student,American Express,Kolkata,amazon,"Rio de Janeiro, Brazil",3H8fphwAP9LQ3jhUzS,QCPTVJ,Kolkata,Travel,CAD,4017,31.56999969482422,2023-08-28 14:51:04,Credit Card,Biometric,Payment,True
Charles Gonzalez,970133172608,54,Student,American Express,Kolkata,swiggy,"London, UK",nFZe0Q7J764uHE9ULd,N8LKSL,Kolkata,Utilities,AUD,4010,9.0,2023-08-28 14:51:44,Credit Card,Biometric,Transfer,True
Charles Gonzalez,970133172608,54,Student,American Express,Kolkata,airtel,"Rio de Janeiro, Brazil",YwUgpkDnNH5tl6GFwy,SWMH2L,Kolkata,Dining,Other,4007,6.409999847412109,2023-08-28 14:52:16,Debit Card,PIN,Purchase,True
Curtis Murillo,457610757715,36,Premium,Other,Hyderabad,instamart,Ahmedabad,QehY9bXEwPwTAvQbdK,ZFTIQT,Hyderabad,Entertainment,INR,4011,39170.53125,2023-08-26 10:11:36,Credit Card,Biometric,Purchase,False
Curtis Murillo,457610757715,36,Premium,Other,Hyderabad,rakuten,Pune,sPVaA69DLGkYofzgPH,JEN05Y,Hyderabad,Entertainment,INR,4000,36.0,2023-08-26 10:12:15,Credit Card,PIN,Purchase,True
Curtis Murillo,457610757715,36,Premium,Other,Hyderabad,swiggy,Lucknow,zstK7aVuLtiXSgjoHh,KFPO0C,Hyderabad,Dining,INR,4000,35.0,2023-08-26 10:13:00,Credit Card,Biometric,Purchase,True
Curtis Murillo,457610757715,36,Premium,Other,Hyderabad,fake_merchant_5,"Tokyo, Japan",QBfk8DMBCrYCQ6WMag,TPMK5O,Hyderabad,Dining,EUR,4018,11.0,2023-08-26 10:13:34,Credit Card,PIN,Transfer,True
Curtis Murillo,457610757715,36,Premium,Other,Hyderabad,fake_merchant_1,"New York City, USA",gHs0mfLYJzcmcjmVoM,WWCCDD,Hyderabad,Travel,INR,4012,11.430000305175781,2023-08-26 10:14:18,Credit Card,PIN,Transfer,True
Curtis Murillo,457610757715,36,Premium,Other,Hyderabad,fake_merchant_4,"Tokyo, Japan",JZcINhbcvaoQfs27bg,54HHMN,Hyderabad,Dining,AUD,4005,27.0,2023-08-26 10:14:42,Debit Card,PIN,Purchase,True
Curtis Murillo,457610757715,36,Premium,Other,Hyderabad,airtel,"Rio de Janeiro, Brazil",cFIu7zR5Qv4Sg09aOl,RB0JPU,Hyderabad,Other,INR,4006,40.68000030517578,2023-08-26 10:15:17,Debit Card,Biometric,Purchase,True
Curtis Murillo,457610757715,36,Premium,Other,Hyderabad,chai talks,"Rio de Janeiro, Brazil",LgF5TQyfuX6FgZrbBr,D86IOI,Hyderabad,Dining,INR,4012,12.359999656677246,2023-08-26 10:15:44,Credit Card,Biometric,Purchase,True
Curtis Murillo,457610757715,36,Premium,Other,Hyderabad,rakuten,Bangalore,jfaaALCYwRufwfTqFx,FMPY8O,Hyderabad,Grocery,USD,4018,4.110000133514404,2023-08-26 10:16:29,Debit Card,PIN,Payment,True
Curtis Murillo,457610757715,36,Premium,Other,Hyderabad,fake_merchant_4,Pune,NCJ6wrurCt91c2iMsk,F7WJ1L,Hyderabad,Grocery,USD,4005,2.0,2023-08-26 10:17:05,Debit Card,PIN,Transfer,True
Curtis Murillo,457610757715,36,Premium,Other,Hyderabad,rakuten,"London, UK",DlQ0yEpnoox9IlVoWo,9E7AKX,Hyderabad,Retail,CAD,4009,36.119998931884766,2023-08-26 10:17:39,Credit Card,Biometric,Purchase,True
Curtis Murillo,457610757715,36,Premium,Other,Hyderabad,fake_merchant_8,Bangalore,9gvhOF1esPLHoRjI1o,8O9JCA,Hyderabad,Dining,USD,4013,16.90999984741211,2023-08-26 10:18:07,Debit Card,Biometric,Transfer,True
Curtis Murillo,457610757715,36,Premium,Other,Hyderabad,fake_merchant_2,"Rio de Janeiro, Brazil",v9HdlpvOVEQIQipaFV,5O8Z81,Hyderabad,Travel,USD,4003,5.0,2023-08-26 10:18:43,Credit Card,PIN,Purchase,True
Curtis Murillo,457610757715,36,Premium,Other,Hyderabad,fake_merchant_1,Jaipur,74f9dQVyU4t2rnR55U,R37T92,Hyderabad,Other,Other,4003,17.0,2023-08-26 10:19:11,Credit Card,Biometric,Transfer,True
Curtis Murillo,457610757715,36,Premium,Other,Hyderabad,fake_merchant_5,Mumbai,h68t6ISbQOvAeTTsDA,DICFJG,Hyderabad,Retail,CAD,4010,11.489999771118164,2023-08-26 10:19:50,Debit Card,Biometric,Purchase,True
Curtis Murillo,457610757715,36,Premium,Other,Hyderabad,amazon,"Sydney, Australia",LylZRjNnpNg0LpSys2,8OC5TY,Hyderabad,Other,INR,4010,46.20000076293945,2023-08-26 10:20:27,Debit Card,PIN,Transfer,True
Curtis Murillo,457610757715,36,Premium,Other,Hyderabad,instamart,"Rio de Janeiro, Brazil",TXqoFp6q81J0kwCR4T,0OSTEM,Hyderabad,Dining,INR,4011,27.0,2023-08-26 10:20:58,Credit Card,PIN,Transfer,True
Greg Wilson,967317225265,66,Other,Visa,Delhi,airtel,"Toronto, Canada",Wzq7dG9hMkCqOHZXb7,PWVYYG,Delhi,Utilities,INR,4000,2471.0,2023-08-11 09:45:16,Credit Card,PIN,Payment,False
Greg Wilson,967317225265,66,Other,Visa,Delhi,rakuten,Chennai,GfbaLd1hJnENDwOQky,7GXJGU,Delhi,Dining,INR,4007,1317.8499755859375,2023-08-19 10:07:56,Debit Card,Biometric,Purchase,False
Greg Wilson,967317225265,66,Other,Visa,Delhi,rakuten,Kolkata,eaMUtoNhPMhrxmItfa,QK2GP0,Delhi,Utilities,INR,4003,48.0,2023-08-25 03:27:52,Debit Card,PIN,Payment,False
Greg Wilson,967317225265,66,Other,Visa,Delhi,airtel,Mumbai,BbvbNdt0kx4uYPnFZz,3VI3XA,Delhi,Grocery,INR,4012,25.110000610351562,2023-08-25 03:28:13,Credit Card,PIN,Transfer,True
Greg Wilson,967317225265,66,Other,Visa,Delhi,fake_merchant_4,"Toronto, Canada",xeyOTUe9Ii4WfLBOAg,2IBY66,Delhi,Entertainment,INR,4019,22.31999969482422,2023-08-25 03:28:51,Credit Card,Biometric,Purchase,True
Greg Wilson,967317225265,66,Other,Visa,Delhi,zomato,"Sydney, Australia",1skBdoALqFZhkUjEJY,WNMK2I,Delhi,Retail,EUR,4005,18.0,2023-08-25 03:29:31,Credit Card,PIN,Payment,True
Greg Wilson,967317225265,66,Other,Visa,Delhi,fake_merchant_3,Bangalore,VqmOdVc8wPzzF5lRwX,FEGMZN,Delhi,Travel,CAD,4013,27.0,2023-08-25 03:30:07,Debit Card,PIN,Transfer,True
