cardholder_name,card_number,customer_age,customer_segment,card_type,customer_location,merchant_name,merchant_location,trans_id,trans_approval_code,trans_loc,trans_cat,trans_currency,mcc,trans_amount,trans_date,trans_payment_method,trans_verify_method,trans_status,fake
Rachel Dixon,825166980140,32,Student,Other,Hyderabad,chai talks,Mumbai,cwUi0pry02PXpo6cfN,RQU7CZ,Hyderabad,Dining,INR,4012,2239.580078125,2023-09-03 06:38:20,Debit Card,PIN,Payment,False
Rachel Dixon,825166980140,32,Student,Other,Hyderabad,fake_merchant_4,"London, UK",apUgmXw9PiXmwmlPfj,DEZM7W,Hyderabad,Dining,USD,4007,9928.3798828125,2023-09-03 06:38:51,Credit Card,Biometric,Purchase,True
Rachel Dixon,825166980140,32,Student,Other,Hyderabad,airtel,Kolkata,stZYOJa8h6tytiArtl,PW0EGI,Hyderabad,Entertainment,INR,4016,7511.0,2023-09-03 06:39:25,Credit Card,Biometric,Payment,True
Brooke Thompson,149493206114,25,Premium,Visa,Kolkata,rakuten,"Toronto, Canada",AcbTfWewpN27Wuh9Ly,H2GCX2,Kolkata,Dining,INR,4015,1207.530029296875,2023-09-08 11:34:56,Credit Card,Biometric,Payment,False
Brooke Thompson,149493206114,25,Premium,Visa,Kolkata,airtel,"Rio de Janeiro, Brazil",5NbCukqlw0aYMGUNn4,9SCVWL,Kolkata,Retail,JPY,4012,44045.98046875,2023-09-08 14:26:52,Debit Card,Biometric,Payment,True
Sarah Parrish,501092742442,29,Retail,American Express,Bangalore,airtel,"Paris, France",GzchS7AbPeRSh2CFWY,JEOZZ5,Bangalore,Travel,INR,4018,7.550000190734863,2023-09-04 17:14:48,Debit Card,PIN,Purchase,False
Sarah Parrish,501092742442,29,Retail,American Express,Bangalore,instamart,Pune,mg2cQTMN0AaplLu9BS,8DF8WL,Bangalore,Utilities,INR,4015,26.0,2023-09-06 00:59:18,Debit Card,Biometric,Purchase,False
Sarah Parrish,501092742442,29,Retail,American Express,Bangalore,rakuten,"Tokyo, Japan",vZTaVq7gvYNdaA9Rch,Q6ATOS,Bangalore,Travel,INR,4011,10.489999771118164,2023-09-06 20:52:38,Credit Card,Biometric,Payment,False
Sarah Parrish,501092742442,29,Retail,American Express,Bangalore,fake_merchant_0,Jaipur,4B7Fl7qiy0Z91uTh1V,DA1LK9,Bangalore,Entertainment,AUD,4015,6888.60986328125,2023-09-07 15:25:08,Debit Card,Biometric,Payment,True
Sarah Parrish,501092742442,29,Retail,American Express,Bangalore,fake_merchant_2,"London, UK",ffag8JqLtpY0mgE2jY,IWECJO,Bangalore,Retail,JPY,4017,6258.0,2023-09-08 17:14:54,Debit Card,PIN,Purchase,True
Gina Anderson,970917037926,59,Retail,MasterCard,Pune,rakuten,"Cape Town, South Africa",gLewJ4ZWjgaV4jGw35,R92AX5,Pune,Utilities,INR,4019,102.70999908447266,2023-09-01 13:21:28,Credit Card,Biometric,Payment,False
Gina Anderson,970917037926,59,Retail,MasterCard,Pune,rakuten,Bangalore,TQSjT3uT0I9UtnYMBX,BFATP1,Pune,Utilities,INR,4003,122.77999877929688,2023-09-03 16:48:47,Credit Card,Biometric,Payment,False
Gina Anderson,970917037926,59,Retail,MasterCard,Pune,amazon,"Cape Town, South Africa",TD8Pz0zddHNDbTUf2R,IW0L7K,Pune,Grocery,EUR,4018,9269.0,2023-09-03 16:49:23,Debit Card,PIN,Purchase,True
Gina Anderson,970917037926,59,Retail,MasterCard,Pune,fake_merchant_0,Mumbai,eJgYwMYixATjgjUAsu,DPRBMG,Pune,Retail,INR,4015,23912.689453125,2023-09-03 16:49:57,Credit Card,PIN,Payment,True
Anna Barrera,161985283740,66,Student,American Express,Pune,swiggy,Delhi,m1kBPylI53ZtrDtycP,AHKNK6,Pune,Entertainment,INR,4000,5.0,2023-08-23 01:15:27,Debit Card,Biometric,Purchase,False
Anna Barrera,161985283740,66,Student,American Express,Pune,instamart,"Dubai, UAE",BdXH3UWO2LbFMGTIGW,B4CUHM,Pune,Grocery,INR,4018,15.0,2023-09-01 19:31:01,Debit Card,PIN,Payment,False
Anna Barrera,161985283740,66,Student,American Express,Pune,fake_merchant_6,Ahmedabad,yb75cpOtQlLqUWsCxy,YMRVLB,Pune,Other,USD,4010,37415.078125,2023-09-02 22:30:42,Debit Card,Biometric,Payment,True
Anna Barrera,161985283740,66,Student,American Express,Pune,zomato,"Singapore, Singapore",TeBofiOn5fyfn4xR8l,ZF45IU,Pune,Grocery,AUD,4011,22575.33984375,2023-09-08 07:20:18,Credit Card,Biometric,Transfer,True
Chelsea Wong,459452253617,30,Business,Visa,Delhi,instamart,"Rio de Janeiro, Brazil",EwhLr4oCHNRw5sObG0,4HKZ1M,Delhi,Other,INR,4000,37.0,2023-09-02 16:03:14,Credit Card,PIN,Transfer,False
Chelsea Wong,459452253617,30,Business,Visa,Delhi,airtel,"Paris, France",rTDrekcPT3v0p6tG9p,ORNVLN,Delhi,Other,INR,4017,34.0,2023-09-02 20:03:06,Credit Card,Biometric,Purchase,False
Chelsea Wong,459452253617,30,Business,Visa,Delhi,zomato,Pune,mmsXGb2MU9oV3MEu2A,NG7YDY,Delhi,Entertainment,INR,4012,5.0,2023-09-04 09:34:22,Debit Card,Biometric,Payment,False
Chelsea Wong,459452253617,30,Business,Visa,Delhi,chai talks,"Cape Town, South Africa",ioYt14mOqsiCxNBH1m,6YDONC,Delhi,Grocery,INR,4007,21644.0,2023-09-04 09:34:57,Credit Card,Biometric,Payment,True
Peter Ramirez,899413975842,59,Student,Visa,Jaipur,swiggy,Chennai,sYXGDmR9stAkLZeH1K,NWGP6A,Jaipur,Entertainment,INR,4011,29.34000015258789,2023-08-13 07:28:00,Credit Card,PIN,Purchase,False
Peter Ramirez,899413975842,59,Student,Visa,Jaipur,amazon,"Sydney, Australia",pcDDGkL9WdnPYuzS35,E67G1N,Jaipur,Utilities,INR,4007,31916.419921875,2023-08-15 09:00:36,Credit Card,PIN,Transfer,True
Peter Ramirez,899413975842,59,Student,Visa,Jaipur,fake_merchant_4,"Tokyo, Japan",A9s6Nc3KaoA5bQQ3Tc,GJUUED,Jaipur,Retail,JPY,4007,30396.369140625,2023-08-18 07:16:20,Credit Card,PIN,Payment,True
Kelsey Johnson,454168299684,36,Business,Other,Jaipur,amazon,Lucknow,d9Yo4FBNlDtbvb7VAw,8794CB,Jaipur,Utilities,INR,4019,3008.97998046875,2023-08-13 02:38:07,Credit Card,Biometric,Payment,False
Kelsey Johnson,454168299684,36,Business,Other,Jaipur,chai talks,"Rio de Janeiro, Brazil",jZJflYGcbuKMfS6xXj,FSXGOU,Jaipur,Utilities,INR,4013,13501.0,2023-09-02 16:18:41,Debit Card,PIN,Transfer,True
Julian Flores,314212907281,51,Retail,Visa,Lucknow,swiggy,"Rio de Janeiro, Brazil",7wP26LTBF2OxDyUEvv,HE01OA,Lucknow,Travel,INR,4017,40.939998626708984,2023-08-21 09:10:36,Debit Card,PIN,Transfer,False
Julian Flores,314212907281,51,Retail,Visa,Lucknow,chai talks,"Dubai, UAE",UfoUp8br5V2mREH8x7,Q4CWKQ,Lucknow,Utilities,INR,4017,1344.739990234375,2023-08-25 13:35:51,Debit Card,PIN,Purchase,False
Julian Flores,314212907281,51,Retail,Visa,Lucknow,fake_merchant_4,"Rio de Janeiro, Brazil",XM8ORIzUKNYMt1dC0S,5BU7P8,Lucknow,Travel,INR,4009,24600.490234375,2023-08-25 13:36:15,Debit Card,PIN,Purchase,True
Julian Flores,314212907281,51,Retail,Visa,Lucknow,fake_merchant_1,Kolkata,J5sQcMuMnCqblJ1ln4,5H7HZG,Lucknow,Other,JPY,4016,27096.1796875,2023-08-25 13:36:49,Credit Card,Biometric,Purchase,True
Kevin Burns,814430817185,69,Premium,American Express,Ahmedabad,swiggy,"Rio de Janeiro, Brazil",fzSULHXxl8BPP4RM2W,VCRUA1,Ahmedabad,Retail,INR,4015,33.0,2023-09-03 22:22:13,Credit Card,PIN,Purchase,False
Kevin Burns,814430817185,69,Premium,American Express,Ahmedabad,fake_merchant_7,"New York City, USA",kKSL79mONa6uj0nJ0E,Z69UMW,Ahmedabad,Grocery,AUD,4003,37782.0,2023-09-05 05:29:43,Credit Card,PIN,Payment,True
Anthony Johnson,577004964753,21,Other,Other,Lucknow,amazon,Chennai,sddvdDE7nHMg2YT2LN,14VX1F,Lucknow,Travel,INR,4010,3751.580078125,2023-08-16 04:00:37,Credit Card,PIN,Transfer,False
Anthony Johnson,577004964753,21,Other,Other,Lucknow,chai talks,"Rio de Janeiro, Brazil",tMPuDqvRu7Eh7R3709,EDOWX3,Lucknow,Entertainment,INR,4000,35.0,2023-08-21 06:42:47,Debit Card,PIN,Purchase,False
Anthony Johnson,577004964753,21,Other,Other,Lucknow,instamart,"Dubai, UAE",wdvW9BozjAjeGFI5aw,YO8HMZ,Lucknow,Utilities,JPY,4016,49759.640625,2023-08-22 02:49:33,Debit Card,Biometric,Transfer,True
Anthony Johnson,577004964753,21,Other,Other,Lucknow,instamart,"Toronto, Canada",uF3bhFU4via8HIeKJg,AGRDYN,Lucknow,Grocery,EUR,4018,8151.009765625,2023-08-30 20:22:54,Credit Card,PIN,Transfer,True
Lisa Alvarez,647747726283,29,Student,American Express,Mumbai,chai talks,"Sydney, Australia",aqjd80SMAsBa369SBG,SJ36O4,Mumbai,Retail,INR,4016,2478.330078125,2023-08-24 13:50:44,Debit Card,Biometric,Transfer,False
Lisa Alvarez,647747726283,29,Student,American Express,Mumbai,amazon gift cards,"London, UK",qbDIDMcNAQ3ozoQ0AT,E3AAN6,Mumbai,Other,INR,4015,3883.0,2023-09-08 22:16:19,Credit Card,PIN,Transfer,False
Lisa Alvarez,647747726283,29,Student,American Express,Mumbai,fake_merchant_9,"Singapore, Singapore",HvOCwg66rIuhdyktxI,5YOHM3,Mumbai,Entertainment,INR,4000,19599.650390625,2023-09-08 22:49:08,Credit Card,PIN,Transfer,True
Sean Cowan,258002589505,68,Premium,American Express,Jaipur,zomato,"Dubai, UAE",rsIxWrTtoLn5D3RUuj,NQWTN4,Jaipur,Utilities,INR,4007,3395.0,2023-08-18 04:04:37,Credit Card,Biometric,Payment,False
Sean Cowan,258002589505,68,Premium,American Express,Jaipur,airtel,"Toronto, Canada",1sxpdMQrDbUQ4qWfVk,O4O7SF,Jaipur,Entertainment,INR,4003,41.0,2023-08-19 13:59:09,Debit Card,Biometric,Transfer,False
Sean Cowan,258002589505,68,Premium,American Express,Jaipur,amazon gift cards,"Cape Town, South Africa",Bjv37JdZlaKnr0Ml1O,4NMLQH,Jaipur,Retail,INR,4016,1200.4300537109375,2023-08-22 17:14:26,Debit Card,PIN,Purchase,False
Sean Cowan,258002589505,68,Premium,American Express,Jaipur,rakuten,"Sydney, Australia",hObtQhMBajaEoUrgyA,3G1VHX,Jaipur,Dining,INR,4011,29.0,2023-09-06 15:39:47,Debit Card,Biometric,Transfer,False
Sean Cowan,258002589505,68,Premium,American Express,Jaipur,zomato,"Dubai, UAE",TOFpneEkC8weUGh8SX,MEXCI1,Jaipur,Retail,INR,4010,9657.3095703125,2023-09-07 06:48:36,Credit Card,PIN,Transfer,True
Robert Colon,653559234912,56,Business,Visa,Jaipur,airtel,"Cape Town, South Africa",9WT39UmYOTOepVLU70,9LBX6B,Jaipur,Grocery,INR,4012,15.630000114440918,2023-08-11 03:28:48,Credit Card,Biometric,Payment,False
Robert Colon,653559234912,56,Business,Visa,Jaipur,rakuten,Ahmedabad,q4OZ65jdKPk8kbcG69,BX2E02,Jaipur,Entertainment,INR,4000,1609.0,2023-09-02 06:03:53,Debit Card,Biometric,Purchase,False
Robert Colon,653559234912,56,Business,Visa,Jaipur,zomato,Bangalore,gVMWzx2QJ1GYFMwzrH,B1TDFG,Jaipur,Grocery,AUD,4003,29628.0,2023-09-03 12:56:02,Credit Card,Biometric,Payment,True
Robert Colon,653559234912,56,Business,Visa,Jaipur,fake_merchant_0,Ahmedabad,UDurYsikeL6pZQBqYT,ZLD1C4,Jaipur,Travel,USD,4008,31302.470703125,2023-09-07 07:57:41,Debit Card,PIN,Payment,True
Laura Torres,629162596290,18,Business,American Express,Chennai,instamart,"Paris, France",B7OFQ7T6HEyIRzOnH8,LLT9VX,Chennai,Utilities,INR,4000,33.0,2023-08-24 09:58:59,Debit Card,PIN,Payment,False
Laura Torres,629162596290,18,Business,American Express,Chennai,fake_merchant_1,Chennai,ztnLqTqBKCk52qlRkN,YGE9IB,Chennai,Travel,USD,4017,46370.0,2023-08-24 09:59:20,Credit Card,Biometric,Payment,True
Tony Reyes Jr.,495051577506,32,Retail,Other,Pune,chai talks,Delhi,eYnCyBnMRrk7vUXvAx,NMF9RB,Pune,Retail,INR,4015,45.880001068115234,2023-08-28 20:25:30,Debit Card,Biometric,Purchase,False
Tony Reyes Jr.,495051577506,32,Retail,Other,Pune,airtel,Pune,xFVpasBCTYFDEMbZKd,AT0X2I,Pune,Retail,INR,4003,7.0,2023-09-07 01:21:58,Debit Card,Biometric,Transfer,False
Tony Reyes Jr.,495051577506,32,Retail,Other,Pune,amazon gift cards,"New York City, USA",FWQ2KkydG0Aj2WdpeP,NH4K4M,Pune,Grocery,INR,4015,40.400001525878906,2023-09-07 14:41:02,Debit Card,Biometric,Purchase,False
Tony Reyes Jr.,495051577506,32,Retail,Other,Pune,swiggy,"Tokyo, Japan",379abxWagGG6r9yrTS,854N0R,Pune,Dining,INR,4011,12070.0,2023-09-08 23:16:12,Credit Card,PIN,Purchase,True
Lisa Kim,404651663614,68,Other,Visa,Hyderabad,amazon,"Paris, France",uWBh846DKSgWBXE0Ni,H5JINO,Hyderabad,Entertainment,INR,4016,37.0,2023-08-23 04:40:55,Debit Card,Biometric,Payment,False
Lisa Kim,404651663614,68,Other,Visa,Hyderabad,rakuten,Pune,6Uzjb2hgKUkoMORNjp,1H6S83,Hyderabad,Grocery,INR,4018,2190.0,2023-08-23 16:45:23,Credit Card,PIN,Payment,False
Lisa Kim,404651663614,68,Other,Visa,Hyderabad,airtel,Lucknow,kC5GYsXyJGXiJzuK7t,F50MZP,Hyderabad,Travel,INR,4013,17.760000228881836,2023-09-09 01:49:16,Credit Card,PIN,Transfer,False
Lisa Kim,404651663614,68,Other,Visa,Hyderabad,rakuten,Jaipur,FTCxsJNuuxpIVaydel,RNDPFC,Hyderabad,Entertainment,INR,4012,16057.0,2023-09-09 02:19:58,Debit Card,Biometric,Transfer,True
Michael Harris,177301287747,50,Student,Rupay,Bangalore,chai talks,Hyderabad,ynLgH2XyHzJFxWK55R,M0ZCMA,Bangalore,Grocery,INR,4015,1347.760009765625,2023-08-21 00:14:39,Debit Card,PIN,Payment,False
Michael Harris,177301287747,50,Student,Rupay,Bangalore,rakuten,Hyderabad,cJuS2LEHNq7cz44QEl,ME6YOS,Bangalore,Travel,INR,4016,20.399999618530273,2023-08-23 03:09:02,Debit Card,PIN,Transfer,False
Michael Harris,177301287747,50,Student,Rupay,Bangalore,chai talks,Ahmedabad,vZKGjBcUXSxNWAg4Rh,2Q54RD,Bangalore,Travel,INR,4007,15.0,2023-09-03 15:15:36,Debit Card,PIN,Payment,False
Michael Harris,177301287747,50,Student,Rupay,Bangalore,chai talks,"Tokyo, Japan",gGCpTYpCMtwyYs0rJX,ON3W8J,Bangalore,Other,INR,4018,30557.939453125,2023-09-06 21:54:24,Credit Card,PIN,Transfer,True
Lisa Parker,095123554555,59,Student,Visa,Jaipur,amazon,"Dubai, UAE",sDBEO183NCsaGEXhPj,VOLUQC,Jaipur,Utilities,INR,4017,3063.0,2023-08-14 01:05:57,Credit Card,Biometric,Transfer,False
Lisa Parker,095123554555,59,Student,Visa,Jaipur,amazon gift cards,"Paris, France",hRjvn1Lp67sIdMR1dB,23UXQB,Jaipur,Retail,INR,4011,22.3700008392334,2023-08-18 19:56:36,Debit Card,PIN,Purchase,False
Lisa Parker,095123554555,59,Student,Visa,Jaipur,chai talks,Ahmedabad,YAKoPCGItbNyohBfYW,ACYPWN,Jaipur,Entertainment,INR,4012,10.569999694824219,2023-09-07 12:20:43,Credit Card,Biometric,Payment,False
Lisa Parker,095123554555,59,Student,Visa,Jaipur,fake_merchant_1,Delhi,kEVIfh7tdi4kOYjZGH,KI2NO9,Jaipur,Grocery,CAD,4019,39451.0,2023-09-08 03:53:08,Debit Card,PIN,Payment,True
Lisa Parker,095123554555,59,Student,Visa,Jaipur,zomato,Jaipur,08PtpPVRzJa177PERC,9ZRTNN,Jaipur,Grocery,INR,4018,49607.0,2023-09-08 11:38:32,Credit Card,PIN,Transfer,True
Ashley May,262951562870,50,Business,American Express,Ahmedabad,amazon,"Singapore, Singapore",VMgisNt2bBYMzuLgxZ,K54MCS,Ahmedabad,Other,INR,4011,481.0,2023-08-24 01:03:24,Credit Card,PIN,Transfer,False
Ashley May,262951562870,50,Business,American Express,Ahmedabad,rakuten,Ahmedabad,NgXkVfzz11NQUZF2bp,C8JW5R,Ahmedabad,Utilities,INR,4009,3135.0,2023-09-08 19:06:21,Debit Card,Biometric,Purchase,False
Ashley May,262951562870,50,Business,American Express,Ahmedabad,amazon,"Toronto, Canada",sQtll3Q0jDcKAubrbf,IG8PAY,Ahmedabad,Other,INR,4015,3273.0,2023-09-08 20:00:40,Credit Card,PIN,Transfer,False
Ashley May,262951562870,50,Business,American Express,Ahmedabad,amazon,Jaipur,KPu1q6B4kHEd92DANA,KXMZLA,Ahmedabad,Entertainment,INR,4003,45492.0,2023-09-08 20:01:30,Debit Card,Biometric,Payment,True
Ashley May,262951562870,50,Business,American Express,Ahmedabad,fake_merchant_3,Bangalore,aWOB85imxtlo0u5v7g,I24CD9,Ahmedabad,Retail,AUD,4017,48098.6484375,2023-09-08 20:02:01,Debit Card,PIN,Purchase,True
Christian Suarez,789769610851,49,Retail,Visa,Kolkata,amazon,"London, UK",eOByb5uqmVv7HyKpGR,B934S7,Kolkata,Dining,INR,4013,1329.1400146484375,2023-08-17 07:34:46,Credit Card,PIN,Payment,False
Christian Suarez,789769610851,49,Retail,Visa,Kolkata,swiggy,Hyderabad,ypCfrRz8PxZw3BiEU2,WITZ9E,Kolkata,Travel,INR,4006,3700.0,2023-08-18 23:39:58,Credit Card,PIN,Payment,False
Christian Suarez,789769610851,49,Retail,Visa,Kolkata,chai talks,"Toronto, Canada",noeUmzNgXJcDmbwivJ,LRZJBL,Kolkata,Utilities,INR,4015,22.729999542236328,2023-08-21 04:36:19,Debit Card,Biometric,Transfer,False
Christian Suarez,789769610851,49,Retail,Visa,Kolkata,airtel,Pune,fktrIEwgJgB7l8dPYz,K67JH1,Kolkata,Grocery,INR,4008,1213.0,2023-09-01 08:00:51,Debit Card,PIN,Payment,False
Christian Suarez,789769610851,49,Retail,Visa,Kolkata,airtel,Pune,I6aokIk2MyebquCs18,97GJQ2,Kolkata,Retail,JPY,4015,10778.5703125,2023-09-02 14:41:46,Credit Card,PIN,Payment,True
Krista Davis MD,772404285141,36,Other,Visa,Mumbai,zomato,"Sydney, Australia",M4Ye7dwNlgjKfTeHRm,Z57CQD,Mumbai,Utilities,INR,4016,44.779998779296875,2023-08-16 15:44:03,Credit Card,PIN,Payment,False
Krista Davis MD,772404285141,36,Other,Visa,Mumbai,rakuten,"Cape Town, South Africa",OvPPuh6WV1hTrHTHf2,Y8TKC8,Mumbai,Entertainment,INR,4009,13.899999618530273,2023-08-16 19:03:39,Debit Card,Biometric,Payment,False
Krista Davis MD,772404285141,36,Other,Visa,Mumbai,amazon gift cards,Hyderabad,YFqUMVxSJUYF5Lv0e6,B7OXA7,Mumbai,Retail,INR,4018,24996.0,2023-09-07 08:24:08,Credit Card,Biometric,Purchase,True
Jessica Smith,356563373211,64,Business,MasterCard,Pune,airtel,Hyderabad,mASd6lA9YOO9C1uRJs,W0BSCY,Pune,Utilities,INR,4003,3476.0,2023-08-17 17:24:37,Credit Card,Biometric,Payment,False
Jessica Smith,356563373211,64,Business,MasterCard,Pune,chai talks,Lucknow,HqeGMUH2S8DyU8xel9,ID6DTO,Pune,Dining,INR,4012,24337.73046875,2023-08-17 17:25:07,Credit Card,PIN,Transfer,True
Margaret English,353691813473,47,Retail,Visa,Lucknow,instamart,"London, UK",e3KE4Ql8UA2YjOsGa6,URH76Q,Lucknow,Grocery,INR,4015,8.119999885559082,2023-08-17 09:21:19,Credit Card,PIN,Purchase,False
Margaret English,353691813473,47,Retail,Visa,Lucknow,zomato,"Sydney, Australia",poOhsBe1Aim9B9Z1yj,V1XO5W,Lucknow,Retail,INR,4016,611.5599975585938,2023-08-19 03:30:09,Credit Card,Biometric,Transfer,False
Margaret English,353691813473,47,Retail,Visa,Lucknow,instamart,Bangalore,Ru5dZOCShS93CvkHjB,G7VPPR,Lucknow,Travel,INR,4003,20.389999389648438,2023-09-05 09:06:58,Credit Card,PIN,Transfer,False
Margaret English,353691813473,47,Retail,Visa,Lucknow,fake_merchant_4,Hyderabad,mfwpE6zmsoznBsGCZT,J6DM9U,Lucknow,Utilities,Other,4007,37787.0,2023-09-05 09:07:39,Credit Card,PIN,Payment,True
Lisa Osborne,974477974527,27,Other,American Express,Hyderabad,swiggy,Jaipur,evrRssmCfsnVligEiT,M8HAUQ,Hyderabad,Utilities,INR,4016,38.47999954223633,2023-08-14 05:45:41,Credit Card,PIN,Payment,False
Lisa Osborne,974477974527,27,Other,American Express,Hyderabad,instamart,"Paris, France",wHY7sKVYdc8A2AChaz,51QLFN,Hyderabad,Other,INR,4016,7.0,2023-08-29 16:34:35,Debit Card,PIN,Purchase,False
Lisa Osborne,974477974527,27,Other,American Express,Hyderabad,amazon gift cards,"Toronto, Canada",f0kIQFufNnk0775L2k,K4GQ20,Hyderabad,Other,INR,4017,41617.0,2023-08-29 16:35:20,Credit Card,Biometric,Payment,True
Kristen Miller,621796662651,29,Business,MasterCard,Pune,amazon,Ahmedabad,Cmx8PanfmaunpxSM6C,0IB01I,Pune,Grocery,INR,4013,4.900000095367432,2023-08-16 19:52:36,Debit Card,PIN,Payment,False
Kristen Miller,621796662651,29,Business,MasterCard,Pune,zomato,Bangalore,aXTV03JYmbA2ua21DU,RCOER6,Pune,Other,INR,4017,3.609999895095825,2023-08-28 07:40:35,Credit Card,Biometric,Transfer,False
Kristen Miller,621796662651,29,Business,MasterCard,Pune,instamart,Kolkata,LALE1HC36yvIUTmy6l,0V83I9,Pune,Retail,INR,4015,46.0,2023-09-01 00:09:55,Credit Card,PIN,Transfer,False
Kristen Miller,621796662651,29,Business,MasterCard,Pune,instamart,"Tokyo, Japan",EI9QJwx6eDWSdKUnoc,M1MFU9,Pune,Dining,INR,4017,10.0,2023-09-02 10:18:17,Credit Card,PIN,Transfer,False
Kristen Miller,621796662651,29,Business,MasterCard,Pune,airtel,"Cape Town, South Africa",csYFZOZPjFApizMUSE,DTYCCM,Pune,Dining,INR,4008,17694.0,2023-09-02 10:18:54,Debit Card,PIN,Transfer,True
Kristen Miller,621796662651,29,Business,MasterCard,Pune,zomato,"Sydney, Australia",KgLiwN0ytDokyAeB5l,MJSN14,Pune,Retail,INR,4012,41258.421875,2023-09-02 10:19:20,Debit Card,PIN,Transfer,True
Monique Beard,299683386833,54,Business,Other,Chennai,swiggy,Lucknow,kfXvvTxsWOziJtRnxk,DM641Q,Chennai,Grocery,INR,4013,44.0,2023-09-08 04:04:46,Credit Card,PIN,Transfer,False
Monique Beard,299683386833,54,Business,Other,Chennai,fake_merchant_9,Mumbai,Ji5LTbVwBwjWQ2emY1,0EI26N,Chennai,Other,INR,4017,28908.0,2023-09-08 04:05:13,Credit Card,Biometric,Transfer,True
