cardholder_name,card_number,customer_age,customer_segment,card_type,customer_location,merchant_name,merchant_location,trans_id,trans_approval_code,trans_loc,trans_cat,trans_currency,mcc,trans_amount,trans_date,trans_payment_method,trans_verify_method,trans_status,fake
Diane Kerr,653922135273,38,Other,Rupay,Pune,amazon gift cards,"Tokyo, Japan",XiIGtqrMhVmPR6wU5k,OG8J93,Pune,Other,INR,4006,38.2599983215332,2023-08-18 15:10:29,Credit Card,Biometric,Payment,False
Diane Kerr,653922135273,38,Other,Rupay,Pune,amazon gift cards,"Toronto, Canada",oqlKWEwPVmia0K3Iy3,6QNZND,Pune,Travel,INR,4019,19290.0,2023-08-23 15:59:47,Credit Card,Biometric,Payment,True
Diane Kerr,653922135273,38,Other,Rupay,Pune,fake_merchant_5,Lucknow,mIrYSjg38vZ9EF1gBV,JQBCDX,Pune,Utilities,INR,4005,40656.0,2023-08-27 23:09:45,Debit Card,PIN,Transfer,True
James Young,036359624769,49,Student,Other,Bangalore,airtel,Ahmedabad,nmU58naC5TUzlYsuLC,92J0BZ,Bangalore,Grocery,INR,4002,26.829999923706055,2023-08-22 13:44:35,Debit Card,PIN,Transfer,False
James Young,036359624769,49,Student,Other,Bangalore,amazon,"Rio de Janeiro, Brazil",sojr7yYorST3TrDgnc,HIZ109,Bangalore,Entertainment,INR,4005,1790.780029296875,2023-08-25 12:14:29,Credit Card,Biometric,Transfer,False
James Young,036359624769,49,Student,Other,Bangalore,instamart,"Cape Town, South Africa",chtMG8s2wvTEmNlEto,J8ID1C,Bangalore,Grocery,INR,4009,50.0,2023-09-07 16:28:16,Credit Card,Biometric,Payment,False
James Young,036359624769,49,Student,Other,Bangalore,zomato,"Singapore, Singapore",0jdwjAVjHO6Frmdu1w,N5IP2F,Bangalore,Entertainment,INR,4013,15835.7802734375,2023-09-08 19:19:59,Credit Card,Biometric,Transfer,True
Tracie Hays,190192953072,67,Business,MasterCard,Bangalore,chai talks,"Tokyo, Japan",bkb7QbVw84VGfLsABR,NL6NG5,Bangalore,Other,INR,4003,4.480000019073486,2023-08-24 15:18:11,Debit Card,Biometric,Payment,False
Tracie Hays,190192953072,67,Business,MasterCard,Bangalore,fake_merchant_6,Pune,DqerkfZc0y9SlHWmpq,FOJ8G7,Bangalore,Entertainment,INR,4008,23527.470703125,2023-08-29 13:12:03,Credit Card,Biometric,Purchase,True
Alexis Peters,910735224489,48,Business,American Express,Chennai,airtel,"Tokyo, Japan",XFHsWb75qczxXK12IS,UY6KXL,Chennai,Entertainment,INR,4013,2578.699951171875,2023-08-25 13:45:47,Debit Card,Biometric,Payment,False
Alexis Peters,910735224489,48,Business,American Express,Chennai,swiggy,"Singapore, Singapore",I1a914SVS9EHaOBVbl,JQ7UK1,Chennai,Entertainment,INR,4005,3.8299999237060547,2023-09-02 22:30:09,Credit Card,Biometric,Transfer,False
Alexis Peters,910735224489,48,Business,American Express,Chennai,swiggy,Delhi,Dqtbdp47Q7CoEsUUXO,UT23OZ,Chennai,Dining,INR,4002,14351.0,2023-09-02 22:30:42,Credit Card,Biometric,Payment,True
Alexis Peters,910735224489,48,Business,American Express,Chennai,fake_merchant_9,Kolkata,lTqapdwTBoCiYHmcoQ,S8LFCI,Chennai,Travel,CAD,4018,48639.30859375,2023-09-02 22:31:11,Debit Card,PIN,Payment,True
Dennis Grimes,885385861563,58,Other,Rupay,Delhi,amazon,Ahmedabad,MBLe2FSc52z42Ihgm0,8BKFTB,Delhi,Entertainment,INR,4011,32.04999923706055,2023-08-11 19:06:26,Debit Card,Biometric,Payment,False
Dennis Grimes,885385861563,58,Other,Rupay,Delhi,swiggy,Chennai,3oBQMDfxx31AD7MrlT,MG2I91,Delhi,Grocery,INR,4012,10.880000114440918,2023-08-30 16:51:32,Credit Card,PIN,Transfer,False
Dennis Grimes,885385861563,58,Other,Rupay,Delhi,chai talks,"New York City, USA",G3WWAgsjA3upkSK3j1,6T1CES,Delhi,Dining,INR,4014,13.119999885559082,2023-09-08 23:18:48,Credit Card,Biometric,Transfer,False
Dennis Grimes,885385861563,58,Other,Rupay,Delhi,swiggy,Jaipur,vxKrfWEl2Yu6iHQnBF,ZAS8VH,Delhi,Retail,Other,4009,8324.0,2023-09-08 23:19:22,Credit Card,PIN,Payment,True
Rachel Smith,565474838790,50,Retail,American Express,Hyderabad,swiggy,Lucknow,l28g2mzSbhvpbfiu34,1GT51E,Hyderabad,Grocery,INR,4005,49.70000076293945,2023-08-16 11:44:59,Debit Card,PIN,Transfer,False
Rachel Smith,565474838790,50,Retail,American Express,Hyderabad,instamart,"Tokyo, Japan",p7TGQAGR81S9Ca3L5k,BLSVPQ,Hyderabad,Retail,JPY,4012,43016.7109375,2023-08-31 12:27:50,Debit Card,Biometric,Transfer,True
Desiree Lopez,942854112716,34,Retail,Visa,Lucknow,amazon,Lucknow,3bVhDsoGFczNm5XmPn,JDIQ0P,Lucknow,Other,INR,4005,8.279999732971191,2023-08-13 14:18:17,Debit Card,PIN,Purchase,False
Desiree Lopez,942854112716,34,Retail,Visa,Lucknow,zomato,Bangalore,G1acOc3bZR3CI6J5zA,8YXNXL,Lucknow,Grocery,INR,4006,20629.0,2023-08-13 14:18:43,Credit Card,Biometric,Payment,True
Edward Pineda,276712444870,36,Retail,Visa,Kolkata,instamart,Mumbai,XapEtqzXJxRU3otszC,F2XW72,Kolkata,Entertainment,INR,4012,3774.030029296875,2023-08-16 18:48:35,Credit Card,PIN,Transfer,False
Edward Pineda,276712444870,36,Retail,Visa,Kolkata,chai talks,Hyderabad,TONT6NpSbpkXfiBLoL,BQ8W79,Kolkata,Travel,INR,4008,36.369998931884766,2023-08-22 15:30:06,Credit Card,Biometric,Payment,False
Edward Pineda,276712444870,36,Retail,Visa,Kolkata,rakuten,Hyderabad,bNzxPW6IMLr78F3v4X,YOFBI5,Kolkata,Retail,INR,4019,1531.0,2023-08-25 09:25:03,Debit Card,Biometric,Purchase,False
Edward Pineda,276712444870,36,Retail,Visa,Kolkata,fake_merchant_3,"Sydney, Australia",JiNPx4PDuohIee2yAi,BW6JN4,Kolkata,Retail,INR,4013,20749.0,2023-08-30 04:15:00,Debit Card,Biometric,Payment,True
Mallory Jones,768206200433,24,Business,American Express,Hyderabad,instamart,"Cape Town, South Africa",92u8CrU7W5m3JCVOFU,V2Z73A,Hyderabad,Retail,INR,4005,19.469999313354492,2023-08-15 17:12:57,Debit Card,PIN,Transfer,False
Mallory Jones,768206200433,24,Business,American Express,Hyderabad,fake_merchant_7,Mumbai,p2BqJ0a2BPShfqQxOV,6RH6VE,Hyderabad,Other,USD,4007,17641.19921875,2023-09-01 00:44:16,Debit Card,PIN,Payment,True
Mallory Jones,768206200433,24,Business,American Express,Hyderabad,rakuten,"Cape Town, South Africa",nAFVTVJvRoVhArUYhK,FX1Y5W,Hyderabad,Grocery,INR,4009,41683.73046875,2023-09-03 20:35:20,Debit Card,Biometric,Payment,True
Dorothy Taylor,990514096018,26,Premium,American Express,Jaipur,instamart,Pune,S2OHOcN7152KiybSwd,5U2WPS,Jaipur,Grocery,INR,4013,2889.0,2023-08-16 15:41:41,Credit Card,PIN,Payment,False
Dorothy Taylor,990514096018,26,Premium,American Express,Jaipur,zomato,Delhi,CFQdSaSyVhcEJrBwlf,PNW289,Jaipur,Retail,INR,4018,2.0,2023-08-20 09:57:20,Credit Card,PIN,Payment,False
Dorothy Taylor,990514096018,26,Premium,American Express,Jaipur,airtel,Bangalore,04bYxViv8352JyeqzI,UYOLAY,Jaipur,Grocery,INR,4019,3121.0,2023-09-02 04:20:33,Credit Card,Biometric,Transfer,False
Dorothy Taylor,990514096018,26,Premium,American Express,Jaipur,amazon,Lucknow,GpHnA8LhIIpyOMeNob,3LE7FI,Jaipur,Utilities,INR,4008,37937.0,2023-09-07 04:42:22,Credit Card,PIN,Purchase,True
Dorothy Taylor,990514096018,26,Premium,American Express,Jaipur,fake_merchant_4,"Singapore, Singapore",EFAZD1ZVRCRFL3K11I,6F1WQK,Jaipur,Entertainment,CAD,4008,10283.0,2023-09-08 03:18:14,Debit Card,Biometric,Payment,True
Steven Henderson,428955650501,67,Business,Visa,Chennai,airtel,"Tokyo, Japan",a9zAnwVqTR4VoLmQBO,AG3DJX,Chennai,Utilities,INR,4018,35.0,2023-08-22 22:12:20,Credit Card,Biometric,Payment,False
Steven Henderson,428955650501,67,Business,Visa,Chennai,fake_merchant_3,"Sydney, Australia",N9e0G426gLcxvc3k0R,OWV359,Chennai,Entertainment,INR,4018,23307.0,2023-08-22 22:13:02,Credit Card,PIN,Payment,True
Steven Henderson,428955650501,67,Business,Visa,Chennai,fake_merchant_3,Pune,CBqYDcaHWlJlAqXwLH,1PSQN4,Chennai,Dining,CAD,4019,30212.5,2023-08-22 22:13:36,Debit Card,Biometric,Transfer,True
Robert Cook,434947619107,38,Student,MasterCard,Bangalore,amazon,Bangalore,C5SMgV4DjgsDT3SnOC,ADSODY,Bangalore,Retail,INR,4008,1637.9300537109375,2023-08-25 05:40:09,Credit Card,Biometric,Purchase,False
Robert Cook,434947619107,38,Student,MasterCard,Bangalore,rakuten,Bangalore,LlurZAkkJ1Rm2vcY1W,M0CZXK,Bangalore,Retail,INR,4001,1417.5400390625,2023-09-08 23:42:17,Debit Card,Biometric,Payment,False
Robert Cook,434947619107,38,Student,MasterCard,Bangalore,swiggy,"Rio de Janeiro, Brazil",VTwDi6Ma3GoPJjFPoq,1OFW9I,Bangalore,Grocery,INR,4002,5.989999771118164,2023-09-09 05:00:14,Credit Card,Biometric,Purchase,False
Robert Cook,434947619107,38,Student,MasterCard,Bangalore,fake_merchant_2,"Singapore, Singapore",XFt7lX4S5GhN69Ovky,F1U4M9,Bangalore,Dining,EUR,4009,32919.0,2023-09-09 05:00:48,Debit Card,PIN,Payment,True
Robert Cook,434947619107,38,Student,MasterCard,Bangalore,fake_merchant_9,Ahmedabad,H6cx8fgZAxoZp6DzXY,33VSH1,Bangalore,Grocery,JPY,4002,47000.87890625,2023-09-09 05:01:34,Credit Card,Biometric,Transfer,True
Amy Smith,307239107289,66,Premium,MasterCard,Delhi,rakuten,"Cape Town, South Africa",p7bjC6YXfgKoxMrOr7,TDQJ9R,Delhi,Entertainment,INR,4012,6.019999980926514,2023-08-27 17:51:27,Credit Card,PIN,Transfer,False
Amy Smith,307239107289,66,Premium,MasterCard,Delhi,fake_merchant_8,Jaipur,lpH8vNYMHHCjRUP7x9,R9HCMT,Delhi,Grocery,INR,4000,49939.0,2023-08-27 17:52:15,Credit Card,PIN,Payment,True
Amy Smith,307239107289,66,Premium,MasterCard,Delhi,fake_merchant_3,"Singapore, Singapore",uPzezgwypuNu6pDvp9,9MIKQE,Delhi,Travel,CAD,4003,32174.5390625,2023-08-27 17:52:57,Debit Card,PIN,Transfer,True
Edward Gutierrez,090901317787,27,Business,MasterCard,Chennai,amazon,"Tokyo, Japan",k5lOqPpFnQSg0Q81f8,C9HLKL,Chennai,Grocery,INR,4001,2446.219970703125,2023-08-11 09:11:06,Credit Card,Biometric,Purchase,False
Edward Gutierrez,090901317787,27,Business,MasterCard,Chennai,instamart,Kolkata,5tT8uYAVjVDEgCCvaB,CAXM2X,Chennai,Retail,INR,4009,14.0,2023-08-19 10:13:25,Credit Card,Biometric,Payment,False
Edward Gutierrez,090901317787,27,Business,MasterCard,Chennai,airtel,"Sydney, Australia",W3obK9swt347xWhFS6,R4KNE7,Chennai,Entertainment,INR,4012,2110.010009765625,2023-08-21 23:26:42,Debit Card,Biometric,Purchase,False
Edward Gutierrez,090901317787,27,Business,MasterCard,Chennai,instamart,Pune,csTjgvrA1auotPmsZU,CKSASB,Chennai,Entertainment,INR,4013,39.08000183105469,2023-08-28 20:35:34,Credit Card,Biometric,Purchase,False
Edward Gutierrez,090901317787,27,Business,MasterCard,Chennai,fake_merchant_6,Lucknow,n0iYSOxcgggWJxQ4Nj,EEZEPV,Chennai,Entertainment,USD,4006,19829.0,2023-08-30 20:10:48,Debit Card,Biometric,Payment,True
Tammy Cunningham,380395292752,54,Student,Visa,Bangalore,amazon gift cards,Lucknow,XZOqHVK2w49IASvCBa,AFL1YM,Bangalore,Dining,INR,4006,2468.330078125,2023-08-26 19:08:06,Debit Card,Biometric,Purchase,False
Tammy Cunningham,380395292752,54,Student,Visa,Bangalore,amazon gift cards,"Cape Town, South Africa",VQ1T3W4CPKrKo7lrJw,1NT2PI,Bangalore,Travel,INR,4009,48.0,2023-08-30 00:34:51,Debit Card,PIN,Payment,False
Tammy Cunningham,380395292752,54,Student,Visa,Bangalore,swiggy,"New York City, USA",QOPDbM2sjqNlRzEC3J,CCKAP9,Bangalore,Entertainment,INR,4018,36.47999954223633,2023-09-02 14:29:11,Credit Card,Biometric,Payment,False
Tammy Cunningham,380395292752,54,Student,Visa,Bangalore,fake_merchant_6,"Paris, France",tWLAScobRB0ZU42kaE,0221CO,Bangalore,Retail,JPY,4008,21327.69921875,2023-09-02 14:29:36,Credit Card,Biometric,Purchase,True
Caleb Myers,860704226738,49,Business,Visa,Pune,rakuten,"Dubai, UAE",YzXukHNih2kYpAYHmI,GM5JZJ,Pune,Other,INR,4011,1579.27001953125,2023-08-26 07:03:09,Debit Card,Biometric,Purchase,False
Caleb Myers,860704226738,49,Business,Visa,Pune,instamart,"Tokyo, Japan",mksSzoOdRYCp3C9u9L,HMJ1WX,Pune,Grocery,INR,4007,5.0,2023-09-08 15:54:35,Credit Card,PIN,Transfer,False
Caleb Myers,860704226738,49,Business,Visa,Pune,chai talks,Lucknow,bIOt3TH1yCZDQTJSqO,05U4LG,Pune,Entertainment,INR,4004,16774.509765625,2023-09-08 22:26:16,Debit Card,Biometric,Transfer,True
Caleb Myers,860704226738,49,Business,Visa,Pune,fake_merchant_4,"Tokyo, Japan",XgMMmGkLackViaw20c,RDZQM9,Pune,Grocery,INR,4018,18814.05078125,2023-09-09 04:31:56,Credit Card,Biometric,Transfer,True
Rickey Marks,830966183862,21,Other,Visa,Mumbai,airtel,"Cape Town, South Africa",GMOcPF4BZ7a7WUBWVQ,9GQZUR,Mumbai,Utilities,INR,4003,2013.719970703125,2023-08-15 05:14:41,Credit Card,Biometric,Payment,False
Rickey Marks,830966183862,21,Other,Visa,Mumbai,fake_merchant_0,Delhi,PAhGd3nUQ1YwuIxRgV,AD0VT9,Mumbai,Other,INR,4001,17967.849609375,2023-08-15 05:15:18,Debit Card,Biometric,Transfer,True
Rickey Marks,830966183862,21,Other,Visa,Mumbai,rakuten,"Paris, France",Ryxo5j82PEEYV6uYfy,427TUM,Mumbai,Travel,INR,4019,24410.73046875,2023-08-15 05:16:03,Debit Card,Biometric,Payment,True
Jodi Jones,556119304551,61,Premium,Rupay,Ahmedabad,airtel,"Rio de Janeiro, Brazil",ZQjCpD52PdsWF8HOWZ,IGZSN9,Ahmedabad,Dining,INR,4002,31.0,2023-08-24 07:32:24,Debit Card,PIN,Payment,False
